object_path,asset_name,asset_class_path,generated_class_path,parent_class_path,native_parent_class_path,is_data_asset,identity_status,identity_confidence,current_classification_basis
/cfeditor/ModTemplates/BlankMod/ModDataAsset_BlankMod.ModDataAsset_BlankMod,ModDataAsset_BlankMod,/Script/ShooterGame.ModDataAsset,UNKNOWN,UNKNOWN,UNKNOWN,0,EXTRACTED,HIGH,asset_class_name_candidate
/cfeditor/ModTemplates/CreatureTemplate/ModDataAsset_CreatureTemplate.ModDataAsset_CreatureTemplate,ModDataAsset_CreatureTemplate,/Script/ShooterGame.ModDataAsset,UNKNOWN,UNKNOWN,UNKNOWN,0,EXTRACTED,HIGH,asset_class_name_candidate
/cfeditor/ModTemplates/DefaultBuff/ModDataAsset_DefaultBuff.ModDataAsset_DefaultBuff,ModDataAsset_DefaultBuff,/Script/ShooterGame.ModDataAsset,UNKNOWN,UNKNOWN,UNKNOWN,0,EXTRACTED,HIGH,asset_class_name_candidate
/cfeditor/ModTemplates/FlyerTemplate/ModDataAsset_FlyerTemplate.ModDataAsset_FlyerTemplate,ModDataAsset_FlyerTemplate,/Script/ShooterGame.ModDataAsset,UNKNOWN,UNKNOWN,UNKNOWN,0,EXTRACTED,HIGH,asset_class_name_candidate
/cfeditor/ModTemplates/FlyerTemplateAdvanced/ModDataAsset_FlyerTemplateAdvanced.ModDataAsset_FlyerTemplateAdvanced,ModDataAsset_FlyerTemplateAdvanced,/Script/ShooterGame.ModDataAsset,UNKNOWN,UNKNOWN,UNKNOWN,0,EXTRACTED,HIGH,asset_class_name_candidate
/cfeditor/ModTemplates/NewOutfitMod/ModDataAsset_NewOutfitMod.ModDataAsset_NewOutfitMod,ModDataAsset_NewOutfitMod,/Script/ShooterGame.ModDataAsset,UNKNOWN,UNKNOWN,UNKNOWN,0,EXTRACTED,HIGH,asset_class_name_candidate
/cfeditor/ModTemplates/NewOutfitModAdvanced/ModDataAsset_NewOutfitModAdv.ModDataAsset_NewOutfitModAdv,ModDataAsset_NewOutfitModAdv,/Script/ShooterGame.ModDataAsset,UNKNOWN,UNKNOWN,UNKNOWN,0,EXTRACTED,HIGH,asset_class_name_candidate
/cfeditor/ModTemplates/NewStructureMod/ModDataAsset_NewStructureMod.ModDataAsset_NewStructureMod,ModDataAsset_NewStructureMod,/Script/ShooterGame.ModDataAsset,UNKNOWN,UNKNOWN,UNKNOWN,0,EXTRACTED,HIGH,asset_class_name_candidate
/cfeditor/ModTemplates/RangedWeaponMod/ModDataAsset_RangedWeaponMod.ModDataAsset_RangedWeaponMod,ModDataAsset_RangedWeaponMod,/Script/ShooterGame.ModDataAsset,UNKNOWN,UNKNOWN,UNKNOWN,0,EXTRACTED,HIGH,asset_class_name_candidate
/cfeditor/ModTemplates/RangedWeaponModAdvanced/ModDataAsset_RangedWeaponModAdv.ModDataAsset_RangedWeaponModAdv,ModDataAsset_RangedWeaponModAdv,/Script/ShooterGame.ModDataAsset,UNKNOWN,UNKNOWN,UNKNOWN,0,EXTRACTED,HIGH,asset_class_name_candidate
/mystruct/ModDataAsset_NewStructureMod.ModDataAsset_NewStructureMod,ModDataAsset_NewStructureMod,/Script/ShooterGame.ModDataAsset,UNKNOWN,UNKNOWN,UNKNOWN,0,EXTRACTED,HIGH,asset_class_name_candidate
