asset_class_path,asset_count,blueprint_count,generated_class_known,parent_class_known,native_parent_class_known,confirmed_identity_count,open_identity_count
/Game/EndGame/CoreBlueprints/Enviroment/EndBossNavigation_TargetPoint.EndBossNavigation_TargetPoint_C,13,0,0,0,0,0,0
/Game/Genesis/Environment/Sky/VolumetricClouds/Biomes/Volcano/Cave/BP_VolcanoLavaCave_Spot_Crystal.BP_VolcanoLavaCave_Spot_Crystal_C,13,0,0,0,0,0,0
/Game/ScorchedEarth/Structures/OilPump/OilVein_2_BP.OilVein_2_BP_C,13,0,0,0,0,0,0
/Script/Engine.FoliageType_InstancedStaticMesh,13,0,0,0,0,0,0
/DinoDefense/2DPlatformer/Environment/Fracture_Meshes/DestructibleStructures/BPStructure_Steamboat_Willie_Wall.BPStructure_Steamboat_Willie_Wall_C,12,0,0,0,0,0,0
/Game/Genesis/Environment/Bog/Vegetation/Foliage/PoisonPlant/BP_HeroPoisonPlant.BP_HeroPoisonPlant_C,12,0,0,0,0,0,0
/Game/Genesis/Environment/Gameplay/BP_LunarElementPool.BP_LunarElementPool_C,12,0,0,0,0,0,0
/Game/PrimalEarth/CoreBlueprints/ServerSidePoint_Chest.ServerSidePoint_Chest_C,12,0,0,0,0,0,0
/Game/PrimalEarth/Sound/AmbientSoundActors/GrasslandAmbientSound_Blueprint_Medium.GrasslandAmbientSound_Blueprint_Medium_C,12,0,0,0,0,0,0
/Game/Test/erikh/PCG/Biome_OceanDeep/BP_PCG_Biome_OceanDeep_ReefCarpet.BP_PCG_Biome_OceanDeep_ReefCarpet_C,12,0,0,0,0,0,0
/Script/Engine.CanvasRenderTarget2D,12,0,0,0,0,0,0
/Script/Engine.RuntimeVirtualTextureVolume,12,0,0,0,0,0,0
/Script/TrueSkyPlugin.TrueSkySequenceAsset,12,0,0,0,0,0,0
/Game/ASA/Blueprints/LightingTools/DynamicTOD/BP_DynamicSpotLight_CaveEntrance.BP_DynamicSpotLight_CaveEntrance_C,11,0,0,0,0,0,0
/Game/Genesis/Lighting/TOD_Lights/BP_GEN1_TOD_PointLight.BP_GEN1_TOD_PointLight_C,11,0,0,0,0,0,0
/Script/BinkMediaPlayer.BinkMediaTexture,11,0,0,0,0,0,0
/Script/Engine.TextRenderActor,11,0,0,0,0,0,0
/Script/Engine.VirtualTextureBuilder,11,0,0,0,0,0,0
/Script/Niagara.NiagaraParameterCollection,11,0,0,0,0,0,0
/Script/PCG.PCGWorldActor,11,0,0,0,0,0,0
/DinoDefense/2DPlatformer/Environment/Fracture_Meshes/BP_Steamboat_Barrel.BP_Steamboat_Barrel_C,10,0,0,0,0,0,0
/DinoDefense/2DPlatformer/Props/Door_Platformer.Door_Platformer_C,10,0,0,0,0,0,0
/Game/Effects/Blueprints/Lava/BP_SpawnLavaArea.BP_SpawnLavaArea_C,10,0,0,0,0,0,0
/Game/Genesis/Environment/Landscape/Volcano/MattePainting/BP/BP_MattePaintDayLightMaskVolcano.BP_MattePaintDayLightMaskVolcano_C,10,0,0,0,0,0,0
/Game/PrimalEarth/Sound/AmbientSoundActors/MountainAmbientSound_Blueprint_Small.MountainAmbientSound_Blueprint_Small_C,10,0,0,0,0,0,0
/Game/PrimalEarth/Sound/AmbientSoundActors/SwampAmbientSound_Blueprint_Small.SwampAmbientSound_Blueprint_Small_C,10,0,0,0,0,0,0
/Script/Engine.SkyAtmosphere,10,0,0,0,0,0,0
/Script/IKRig.IKRigDefinition,10,0,0,0,0,0,0
/Script/Niagara.NiagaraDataChannelAsset,10,0,0,0,0,0,0
/Script/ShooterGame.PrimalStructureDB,10,0,0,0,0,0,0
/Game/ASA/UI/ReMainMenu/DLC/Base/DA_DLC_Base.DA_DLC_Base_C,9,0,0,0,0,0,0
/Game/Genesis/Missions/Race/MissionServerSidePoint_Race_StartingLine.MissionServerSidePoint_Race_StartingLine_C,9,0,0,0,0,0,0
/Game/Genesis/Missions/Race/MissionSpline_Race.MissionSpline_Race_C,9,0,0,0,0,0,0
/Game/Genesis/Missions/Race/MissionTrigger_RaceCheckpoint_Finish.MissionTrigger_RaceCheckpoint_Finish_C,9,0,0,0,0,0,0
/Game/PrimalEarth/Effects/Blueprints/BP_Lava_FireSplash_LG01.BP_Lava_FireSplash_LG01_C,9,0,0,0,0,0,0
/Script/Engine.MapBuildDataRegistry,9,0,0,0,0,0,0
/Script/Engine.PhysicalMaterial,9,0,0,0,0,0,0
/Script/NavigationSystem.NavMeshBoundsVolume,9,0,0,0,0,0,0
/DinoDefense/2DPlatformer/Camera/OverrideCameraVolume_Platformer.OverrideCameraVolume_Platformer_C,8,0,0,0,0,0,0
