object_path,asset_name,asset_class_path,evidence_freshness,stage,status,ambiguous_count,not_recovered_count,source_not_available_count,stale_count,failure_reason,gap_count
/Game/Extinction/CoreBlueprints/Weapons/WeapTekGravityGrenade.WeapTekGravityGrenade,WeapTekGravityGrenade,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/Fjordur/Dinos/Desmodus/PrimalItem_SanguineElixir,/Game/Fjordur/Dinos/Desmodus/PrimalItem_SanguineElixir,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/Genesis/Dinos/Shapeshifter/Buff_ShapeshifterSwipeAttack.Buff_ShapeshifterSwipeAttack,Buff_ShapeshifterSwipeAttack,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/Genesis/Dinos/Shapeshifter/ProjRock_ShapeShifter.ProjRock_ShapeShifter,ProjRock_ShapeShifter,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,1,2,0,,3
/Game/Packs/TidesOfFortune/Dinos/Axolotl/Axolotl_Large/Buff_AxolotlRegenStasis.Buff_AxolotlRegenStasis,Buff_AxolotlRegenStasis,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/Packs/TidesOfFortune/Items/Tools/TreasureMapBottle/Gameplay/BaseClasses/PrimalItem_TreasureMap_Wild_Bottle_Base.PrimalItem_TreasureMap_Wild_Bottle_Base,PrimalItem_TreasureMap_Wild_Bottle_Base,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/Buffs/Buff_Bleeding.Buff_Bleeding,Buff_Bleeding,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/Agressive/Trait_Aggressive.Trait_Aggressive,Trait_Aggressive,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/Angry/Trait_Angry.Trait_Angry,Trait_Angry,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/Carefree/Trait_Carefree.Trait_Carefree,Trait_Carefree,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/Frenetic/Trait_Frenetic.Trait_Frenetic,Trait_Frenetic,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/Giantslayer/Trait_Giantslaying.Trait_Giantslaying,Trait_Giantslaying,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/HeavyHitting/Trait_HeavyHitting.Trait_HeavyHitting,Trait_HeavyHitting,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/Kingslayer/Trait_Kingslaying.Trait_Kingslaying,Trait_Kingslaying,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/Numb/Trait_Numb.Trait_Numb,Trait_Numb,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/QuickHitting/Trait_QuickHitting.Trait_QuickHitting,Trait_QuickHitting,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/Sprinter/Trait_High_Endurance.Trait_High_Endurance,Trait_High_Endurance,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/ThickSkin/Trait_Tenacious.Trait_Tenacious,Trait_Tenacious,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/GeneTraits/TraitBPs/Vampiric/Trait_Vampiric.Trait_Vampiric,Trait_Vampiric,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/Projectiles/ProjGasGrenade.ProjGasGrenade,ProjGasGrenade,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/Projectiles/ProjGrenadeTek.ProjGrenadeTek,ProjGrenadeTek,/Script/Engine.Blueprint,FRESH,blueprint_evidence,FRESH,0,0,3,0,,3
/Game/PrimalEarth/CoreBlueprints/BASE_PrimalGameData_BP.BASE_PrimalGameData_BP,BASE_PrimalGameData_BP,/Script/Engine.Blueprint,STALE,blueprint_evidence,STALE,0,0,1,1,PACKAGE_SHA256_MISMATCH,2
/Game/PrimalEarth/CoreBlueprints/COREMEDIA_PrimalGameData_BP.COREMEDIA_PrimalGameData_BP,COREMEDIA_PrimalGameData_BP,/Script/Engine.Blueprint,STALE,blueprint_evidence,STALE,0,0,1,1,PACKAGE_SHA256_MISMATCH,2
